text,label
ciddiye almayan insanları bende ciddiye almıyorum kimse kusura bakmasın,False
ayar favi attim iste askim anlamazsin diye ayar mentionu da attim hatta,False
tekrar düşerim ama tekrar a düşmem,False
çıkamam nasıl çıkayım nedenini bile bilmiyorum,False
neyse güzel şeyler konuşalım mesela amy adams,False
oğlum sende maklubecilik ya da aktrollük seziyorum ve sezilerim genelde doğrudur,True
yok yok olmaz böyle bi şey,False
i brahim bey mağduriyetimiz ile ilgili bir çok haber yapmıştır mesleği gereği profesyonel olmak zorundadır haksızlik yapmayalım,False
ben yine bu saate kadar fic okudum ve yeni uyuyacağım mutluluktan ortadan ikiye ayrılıcam,False
velet misin aq bida gormim,True
türkiye bizim ortak hayat alanımız ortak sevdamız ortak geçmişimiz ortak geleceğimizdir cumhurbaşkanıgündemözel user11059,False
yalnız ben bi bakıp çıkıcaktım mevzu nerden nasıl siyasete geldi anlamadım zaten mevzu neden hep siyasete geliyo onuda anlamadım ama neyse,False
ohal e bayramda tatilinde ara verip tekrar başlatırlar galiba,False
bü yüzden türedi demekki 3 kuruşluk adamlar,True
iki kere düşünmek için çok geç d,False
bi insan bana yaptığı hatasını çok iyi bilip ama hiç bişey olmamış gibi davranırsa bu yaptığı asla hoşgörülük alttan alma veya arabuluculuk vs değil benim nezdimde alenen terbiyesizliktir,False
yanında olmak değil mesele mesele beraber olmak,False
sezon finali olmasa da haluk meltem zeynep havuç tuna gönül orçun merve ve diğerlerini hiç özlemesek umarım daha erken başlar bizimhayalimiz bu çocuklarduymasın tamerkaradağlı volkansevercan pınaraltuğ zeynogüvenç diğerleri,False
bayram temizliği çok zor çoook,False
189 yapıp 200 bin satmaktansa 100 yapıp 500 bin satmayı deneseler bunlar bu kafayla kombineleri de uçururlar ali koç halkın nasıl yaşadığını bilmiyor heralde,False
i srail ajanı yahudi sapık adnan oktar ve sapık talebeleri bunların amacı müslüman gibi görünerek aslında islam dinini içten yıkmaya çalışıyorlar bu sapık tarikatın yaptığı sapıklıklar hepsi ortaya çıktı bu pis ucube sapıkları türkiyede barındırmamalıyız,True
dostlar gönül yurdu eminlik ülkesidir kaynaklar var orada güllük gülistanlık orası,False
ortada bir boykot var sen dizinin paralı askeri gibi 20 tane rt yapıyorsun çok malsın,True
her gemlik e gittiğimde muhakkak uğrak yerim şifalı ılık suyu ve havuzu yeter,False
kaç ömür sürer buluşmamız denesek gök ve kuş olup,False
mağdur ettiğiniz rızkını kestiğiniz askeri hastane personellerinden ancak beddua alırsınız öbür tarafta yakandayım hakkım helal değil,True
delinen sadece parmaklar değil bunu anlamalısınız yüreklerde daha derin izler var sensörgelecekacımdinecek,False
bok vardı da makyaj yaptım şimdi kim temizlicek,True
verimli döl terimi ile sağlıklı sperm aynı kapıya çıkar ve hayır gerizekalı bir vajınaya boşalan sağlıklı sperm hamile bırakır ve haklısın prens kişiliğim senin gibi aciz varlıklara daha fazla katlanamıyor elle davam bu arada ve istersen kendine kolunuda sokabilirsin,True
sen ne demek i sti yorsun kendi ni bi lmez beni m paylaşimalarima bak öle konuş bu bi r hadi ni bi l bu i ki bi ldi ri rm buda üç ok sen gi t 1944 1945 i araştir 407 ki şi ni n i smet yüzünden kurşuna di zi li şi ni araştir tari h bi lmezler si zi ruslara nasil satiğinizi araştirin ey chp li 37 azeri,True
keşke veteriner olsaydım seni daha iyi anlardim,True
ben bugune kadar sizi hep televizyonlardan gorurdum ama dun sabah namazindan yarim saat sonra gozumu kapattigimda sizi ruyamda gordum beyaz bir takim elbise icerisinde tek basiniza evimde misafirdiniz ve bizden biriydiniz ruyada bile cok sevincliydik cumhurbaskanim,False
izdırabın sonu yok sanma bu alem de geçer ömr i fani gibidir gün de geçer dem de geçer gam karar eyliyemez hande i hurrem de geçer devr i şadi de geçer gussa i matem de geçer gece gündüz yok olur an ı dem adem de geçer ney susar mey dökülür gulgule i cem de geçer,False
chp nin dine karşı olduğunu nerden biliyorsunuz,False
telefona fake attım daha demin şarjı prize takmadan ilk ucunu taktım gerizekalı öttü şarj aldığını sanıp kcbsahmsakzmka,True
aslında dizi devam edebilrdi sebeb reyting değil neyse yagız egemeni özleyeceğim,False
ahaha siteme gel nasıl unuttular abi seni yaa,False
eskiden şey vardı telefonla bağlanırlardı kelime tahmin etmeye çalışırlardı onu izlemeye bayılırdım kadın hızlı hızlı konuşurdu siz izliyomuydunuz dşekdleldş,False
us lsüzlüğün vus lsüzlüğe götüreceğinin müşahhas bir kanıtısınız beyin ne yapsın ona da yazık,True
nasıl sende mutsuzsun gözünden kelebek çikacak,False
chp yı hdp ve pkk ıle vurmaya calısanlar bu görüntüleri ne cabuk unuttular pardon f montajdı bunlar özür dilerım,False
herkes dünya kupası ile ilgili analiz yazıları yazıyor ben de bu kervana ilerleyen saatlerde katılacağım hayırlısı bakalım,False
ahahhaahh ya gerçekten insan merak ediyor fkfjdjdjks,False
en iyi arkadaşını kaybetmek hayatını kaybetmek gibidir,False
birisi size kizarken sakin kalırsanız karşınızdakı daha cok sinirlenir ama daha sonra haklı olsa bile kendini suclar,False
coğrafya testinde çıkan elmadağ sorusu bu kadar iyi zamanlama olamazdı,False
her şeyi yapsaydın daseviyormuş gibi yapmasaydın keşke,False
tek olmasından korktuğum şey miray ın potansiyelinin farkına varmayıp harcayacak olması daha bu yaşta böyle bir statü kazanmışken kendi jenerasyonunda en tepeye çıkmışken bunu kullanmasını isterim saçma sapan magazin haberlerinde adının geçmesini değil,False
dogal olarak canim ben koşar demistim cocugum arada derede hemen bakip tartmis aferin ona,False
bu ince d bakir da pkk nin adini bile anamadi korkak dunun dinsizi bu gun dindari,True
ama bu projemiz için milli kıraathane vergisi alınacak dese hülooooooğğğğ diye haykıracak bir topluluğa hitap ediyor fazladan börek yemek işlerine bile gelir yani,True
sen kıyamazsın ama yarın bölüm beni kıymaya çevircek aşkım onu ne yapcaz,False
bunu da atmali oradan yanina birakmamali yaptiklarini arda yla ridvan la beraber cope atmali bunu,True
70 taşeron mağdurları çok menun sizlerden,False
35 yaşındaki tüm yavşaklara sesleniyorum hepinizi sileceğim piyasadan,True
hahahaha şurada en eğlendiğim gecelerden biriydi nasıl alay ettiler bu beyinsiz sapıklarla,True
haber gerçek mi tam bir i slam düşmanı gerçekse herkese benden çay kemal e muaarrem e ve temel e yok meral e de yok,True
ne bilim zaten baya bi hesabını kapattılar 2 3 defa en son canına tak etti galiba,False
teyzecim eminim bacının görümcesinin torunu da kafkas üniversitesinde tarih okuyup işsiz kaldığı için ben de işsiz kalırım çünkü bizim kaderimizi aynı şekilde yazıldı evet evet getir hemen evlenelim,False
aynen sesini duyanlar varmis ses var görüntü yok,False
jokerlerde ayrım yaptınız 4aralık ta çalışan kadro aldı biz alamadık çalışacağımız günü biz seçmiyoruz keşke hergün çalışabilseydik bu haksızlığa bir son verin bir hata yapıldı düzeltilmesini istiyoruz,False
aşk herşey değil geçici ilerisi üzücü hep böyle olmuş,False
babamın en savunmasız halini kedimi severken gördüm az önce halıya yatmış küstün mü sen bize gel barışalım diyordu lfldlfkrlfksfjs,False
yine kasvet çöktü bu geceye,False
her gün bir şey daha biter,False
şuan ihtiyacım olan tek şey sana sarılmak,False
ve biz khk lılar hala mağdur bir halde öylece bekliyoruz,False
bi ara bende kahvede oyun oynarken ekipler rutin kontroller yapmadığı sırada banada dediler senin yakalama kararı var hakkında 3 dakika şok olduktan sonra polislerle nezarete doğru yola çıktık ve orda kaldım bir gün sıkıntı yok hayat devam ediyor,False
ben baskıları kesinlikle savunmuyorum baskıların yardıma dönüşmesi gerektiğini düşünüyorum evet farkındayım çok zor dönemler geçiriyolar ve şiddete maruz kalıyolar onlara şiddet gösterelim demiyorum insancıl yaklaşarak psikolojik destek ve yardım eli uzatmaktan bahsediyorum,False
i nce hesaplar yapanlardan olmadık yapanlardan da olmayacağız buraya bir virgül koyalım noktayı da zamanı geldiğinde koyacağız hayırlı sahurlar,False
manken gibi kızsın oturup evde lol mu atıyorsun vizyonsuz,True
gezi zekalı olandan başka ne beklenir,True
sabır bir kişiyi olgunlaştıran en büyük unsurdur,False
değer verdiğiniz taktirde sizi asla yarı yolda bırakmayacak kız isimleri neslihan neslihan neslihan neslihan neslihanlar üzmez üzülür arkadaşlar,False
çok kişiyi öldürdüm kafamda bir sana dokunmadım,False
mucizeydi bugün nefes almak yeni güne başlamak ümit yok beklenti yok rüzgarın savurduğu kadar ilerliycez hayatta amaaa sıkıntıda yok merhaba çarşamba,False
eskişehir e geldim bir şey demediniz bari bir şey istiyonuz mu,False
dolar ın gözünün içine bakar olduk 3 kuruş düşsün diye psikolojimizi bozdu resmen son olarak amk benjamini user02163,True
demekki yol yapıyoruz ama kaliteli yapmiyoruz,False
cehaletin dibini boyalamışsınız zavallılar allah ın laneti siz cahillerin ve sahte muslumanlarin üzerine olsun allah ı andıkça batın,True
twitterda herkes çok zeki facebookta çok duyarlı instagramda çok güzel reelde ne bok olduğu belli değil piknik tüpü bile olabilir,True
ben bu anı ölümsüzleştiricem napıcam biliyomusun telefonu bir kenara bırakıcam ve pc yi televizyona bağlıcam ordan izlicemm dev ekrann ama bir sorun var neye kafa atacam,False
bu gün uyku işini fazla abarttım,False
ve kendini her kim yüceltecek olursa olsun herkes kendini yutmuş olacak ve kendini her kim yüceltecekse yüce i sa matta 23 12,False
şahsiyet in finali ne güzeldi ya keşke bitmeseydi dediklerimden,False
lan bana yeni akitin kaynağı baransunun bavulu haberlerini atma seni de sikerim gözünü de sikerim vasat herif o soruşturmayı açan savcı ferhat sarıkaya ilk fetö kumpaslarından birini başlatan adam olduğuna göre en kısa zamanda fetö propogandasından alınman dileğiyle,True
bır ayakkabı alamıyoruz bır ayakkabı 500 lıra dıyıyor cocuk şu mubarek gunde yalan ıftıra bı koltuk ıcın yazıklar olsun sıze fetonun cocukları,True
bu varya bu röntgenciymiş o yüzden block yemiş elalemden artık nereleri röntgenliyorsa,True
yurtdışındaki fetöcülerin de baş belasıdır dünyanın ücra köşelerinde türklük satan fetö girişimlerini engeller şu kadının şu vaadi türk milletine değil bildiğin direkt amerikan senatosuna yapılmış bir vaattir s 400 meselesine hiç girmiyorum bile,True
aa haberi devlet ajansı sen onlardan daha mı iyi bileceksin derler,False
muharrem in hacılığı etrafındakilerin gazına gelerek cebinde ki parayı harcayan kişiye denir bizim yörede bu tiplere hacıağa denir,True
yok öyle bi şey sen uyduruyorsun bizden kimse hüküm giymedi bi tayfur havutcu var o da zaten fenerin kopegiymis,True
aykut ve yancı tayfasının gönüllerini almak için birtakım açıklamalar yaptı başkanım yabancı bir td yle devam edeceğiz ama,True
dedem niye koreli değil jimin neden normal biri değil belki bunlar gerçekleşseydi işler çok farklı olabilirdi 5thflowerpathwithbts,False
doları dış güçler yükseltti tamaaaam peki mazot benzin lpg kömür elektrik şu ulaşım kira soğan patates faiz euro sterlin yen altın vergi icetea meyve suyu market fiyatları ulaşım fiyatları yalanlarla istismarla gerçekleri duymadan görmeden devam edelim,False
evet yediği yemeği hikaye olarak atmayanı dövüyorlar herhalde,False
şu dakikadan itibaren her şeyi yakarım ardından zerre pişmanlık duymam,False
zaten moraller bozuk bölüm sonu nolcak acaba,False
hülle 1 okay yokuşlu i spanya yı 13 bitiren celta vigo ile resmen anlaştı ve gitti trabzonspor lu menajerlere bu camia düşman kesilmeye devam etsin şekil a ortadadır nasıl olursan öyle yönetilirsin,False
belki sevdiği kadının toprağa verilişini izlerken onu hayal etti bende biran önce giderim o nasılsa cennette bende onla olurum onla buluşurum mantığı ile düşündü orayı,False
ne büyük bir başarı ülke sporu kansere yenik düşmüş ölüyor goal saçını tarıyor,True
hukukçu olarak hakkında mahkemenin hüküm vermediği hdp cumhurbaşkanı adayı için pkk lı hükmünü vermeniz doğru mudur,False
hahahahahaha sen nasıl bir kralsın,False
ben sadece yardımcı olmak istemiştim günde 2 doz tok karna,False
telefonunuzu sesliye almanıza rağmen acaba mesaj atmış mı diye bakacak kadar kimseyi sevmeyin,False
fenerbahçe doğuşum için toteme hiç gerek yok,False
çok zekiyim ama kendimi vermiyorum,False
sampıyonubil katrilyon konuşma korkusu kıpıştırmak şişelemek temizleyiş,False
erken yatana tavukçok çalışana inekaklını kullanana çakalkıskanmayana domuz denilen bir ülkede insan olmak çok zor,False
sizin ekonomiyle tarımla hayvancılıkla sanayiyle fabrikalarla bilim teknoloji ve eğitimle zorunuzmu var nedir bu yol köprü tünel hastalığı üretin artık üretin tüketmeyin üretinki dünyada söz sahibi olun ihraç edin ithal etmeyin 16 senede memleket beton ekonomisi oldu,True
sen anlat karadeniz dizisinin şarkısı çok sinir bozucu değil mi sizce de,True
afiyet olsun iyi bilirim bir diyarbakırlı olarak,False
sana asik olmak bir baska sampiyon,False
biroyhdpyebiroydemirtaşa hoplaya hoplaya gidin sandığa zira hdp çıkmazsa o sandıktan atlayacaksınız en derine demedi olmasın sonra baraj severiz ekşın oluyor t a m a m da bunda boy verebilen yok 2nci turda diyebilmek için elini sandığa korkak alıştırma,False
abi aşk acısı çekmiyor olmak dünyanın en rahat kafası cidden söylüyorum,False
ilk twiti retw leyin arkadaşlar ben çok aradım bulamıyorum halkseninle nagihanfinale,False
adam sandığımızı aylarca bekledik seçim sandığını 1 gün beklemek bize koymaz,False
bugün bana ilk basketbol idolümü yuhlatan hayat size neler yapmaz,False
güzel yürekli insan doğum günün kutlu olsun sevdiklerinle beraber uzun ömür dilerim,False
valiz hazırlıyorum babam o parlak şapkayı da mı alıyosun diyo bi demet akalın bide ben anlamıyorsunuz,False
bu can kırıklıklarıyla rahat nefes alamıyorum ben,False
ulama diye bir şey neden var,False
sonra hepsini boşverip servet tekin abiyi dinledim ve kapı açıldı bir rayiha yayıldı sonra nurdan bir güneş kalbimize sarıldı elinde bir deste gül güller içinde şengül nazarında bu gönül ahuzar eden bülbül,False
marketlerden nasıl sucuk alıp yiyebilenler var hayret ediyorum sucuk dediğin kasap sucuğu olur,False
dini bayram ikramiyesi liman başkanlığı personelinin haftasonu resmi tatil ve dini bayramlardaki çalışmalarına ücret ödenmemesi sorunu gümrük yolluk adı altında almakta gi h personelinin teknik kadronun işlerini yapmasına rağmen arazi tazminatı almaması sorunu,False
bir insanın benim için iyi olmadığını anlamam neden 3 ayımı aldı ki zaten,False
eğer bir kızın profii fotoğrafiarı beiden yukarı ise kısa boyiu omuzdan yukarı ise şişman sadece gözieri görünüyorsa kaçın,False
merve fanlari kucuk daglari biz yarattik havasinda gibi gorunuyor hala merve nin elenip bu kadar konusulmasi onun samimiyetinden veya ortaya koydugu saglam karakterden degil uyanin sabah oldu guzel kardeslerim ahdkajakab survivor2018,True
bakiyorumda kafalar mis gibi rte 53 le ilknturdankazanir sizlerde her zamanki gibi zirlar bunkez sokaklara dokulursunuz üstüne bir de dayak yersiniz herkese iyi bayramlar,True
bayram tatilinde merzifondan geçecek çift arkadaşlar buyrun misafirim olun,False
sahilde tezgah açmıştım yoldan geçenleri durdurup tezgaha çağırıyorum diye annemden büyük bir azar yemiştim ticaret hayatım orada bitti,False
2 fakirlerin hakki olan mallariniza neden hamallik ediyorsunuz zekat vermek allah ın emri uygulamakta bizim vazifemizdir,False
sizi bilmem ama ben 2010 ların sonunda hala mutlu oluyorum d d,False
o kadar güzel bir rüya gördüm ki dillere destan,False
kalpten kalbe bir yol vardırgörunmez,False
o sondaki üzgün surat işaretinin parantezini ağzına sokarım pınar doyumsuz musun,True
aklıma gelme diye dinleyemedigim şarkılar var benim,False
taymda gördüğüm kutlama mesajlarından sonra profildeki balonları da izledim doğum günün kutlu olsun,False
doğum günün kutlu olsun kral,False
seni özlemiyorum ben yaşadıgımız güzel anıları özlüyorum,False
tsk menbiç konusunda abd ile anlaşma sağlandiğini duyurdu hükümet yetkililerine göre ypg şehirden ayrılacak tsk öso ve abd kontrolü sağlayacak,False
birini ilk hamlesini önemseme me kendini aslan kedinin sanıyor insanı sabırını zorlarmış sonra aslan fare ye döner miş karşım da durma,False
benim üni için a dan başlayıp f ye kadar planım var ben her türlü bir yere giderim anam,False
hicbir şeye cesaret edemeyenhicbir şeye ümit beslemesin schiller,False
evde 20 kişi falan olacağız bayramda herkesin bize geliyor olması muhteşem bişi kalabalık ve kuvvetli aile bağları olan bir ailede büyüdüğüm için 8 0 öndeyim bu hayatta bin şükür ramazanbayramı,False
türkiye de kanun olduğu için türkiye den alınanlarda garanti 2 sene ben oradan kurtardım,False
hayatınızı düzene sokmak için neler yaparsınız uyurum,False
kanka hadi sağdan sağdan yol al,False
haydaaa kardesim psikolog değildik ama biz de çok dert dinledik beklerim,False
ondan işte öyle hissettim zaten,False
gülmeden konuşne var bunda o kadar gülecek,False
adamlar sanat yapiyo biz daha hazırlığı zor geciyoz,False
şişmanlatıldım ve susadım susamak kendi irademle ilgili,False
mutlu olmak her şeyin yolunda olması demek degildir mutlu olmakgörmezden gelme konusunda ustalaşmak demekakıl oyunları,False
yaz geldi i zmir yine görgüsüz 34 ler ile doldu neyse ki karaburun var,True
ota b ka twit atan ya da nin profilinde bir tane şehit haberine dair taziye rahmet bulamazsınız çünkü bunlar türkiye ve türk milletinin düşmanı bunlara çanak tutan gibi omurga sorunu olanlarda bunlardan farksız değildir biteceksiniz,True
i talya nın hollanda nın olmadığı bir turnuvada arabistan ın olması i şte futbol böyle bir şey nasıl twit trt jeneriği gibi,True
yargılanmaktan sizin kadar korkan bir topluluk görmedim kendi yargı sisteminize bakınca korkuyorsunuz tabi ya bunlarda yargıya hükmederse diye,True
erol bi leci k koskoca tüsi ad başkani fakat beyni küçücük zavalli bi ri yaziklar olsun,True
hayatımda ilk kez vegan sucuk yedim gerçekten muazzam zulümsüz kansız üretilebiliyor demek ki bu ürünleri özel yerlerin yanında mahalledeki marketlerde bulabilmeyi talep etmek lazım,False
provokasyona asla geçit verilmemeli net bir açıklama bekliyoruz,False
i yi biri degilim sadece benden daha kötü insanlar yüzünden göze batmıyorum,False
sen sor ama beni seni nasıl firlatmiski amindan aynen ananın amına benzemiş onun gibi yalak olmuşsun gelen geçen follow yapıyor gerçi senin babanda kim belli değil bende şüphelendim şimdi bak en son ben bellemiş tim ama böyle bir orospu çocuğu sadece benden olamaz,True
bir daha aşık olmayacagım dersinsonra biri gelir seni kocaman kahverengi gözleriyle kendine aşık eder öylece kalırsın cashback,False
kimin belinde silah var silahı sıkan kim hastaneye yatan kim hastanede hastalara bakılmasına engel olan kim bir öğren ondan sonra tweet atmaya kalk beynine kan gitmiyor galiba ya da olmayan şeye nasıl kan gitsin tabi sende haklısın,True
ne garipti hayat sen planlar yaparsın hayal edersin düşlersin ama önüne bir engel çıkar ve her şey o engelin bıraktığı hayal kırıklığı altında kalır,False
sabaha hortlar uyuyo simdi avskdbj,False
her zaman inandıgım bir şey vardır i yi kalpli olmak mukemmel olmaktan cok daha iyidir,False
gjgjl yeni dizisinde aşcı o yüzden istemek hakkımız diyorum,False
hic kücük bir tercihin tüm hayatını nasıl degiştirebilecegini düşündün mü mystic river,False
sema çok uzattın ve de saçmaladın böyle olmaz nagihan haklı bu konuda,True
çünkü sağcılık ayıp bir şeydir yazık,True
anil sevmezdim fakat kullanildiğini gördükten sonra nagihan hakan sampiyon olamiyorsa anil olsun survivor2018,False
bayramın birinci günü jetlag olmayan cindir,False
eskisi gibi olamamak çok ağır biri sana içten gelse bile hiçbir samimiyete inanmıyorsun artık inanmak istemediğinden değil içinden gelmiyor,False
yarın kaştayım 1536282 tane story atcamm,False
dışarda yağmur kokusu ve hafiften bir esinti var şimşeğin baskın sesiyle rüzg rın hafif uğultusu da birleşmiş tahmin edemezdim gecenin bu kadar güzel olabileceğini,False
ortanca çocuk olmak aşırı kötü ya parayı en büyüğe ya da en küçüğe verirler asla sana vermezler hele 5 kardeşin içinde ortanca olmak vay halime,False
erdoganin cay kek oralet vaadlerini muharrem i nce yapsaydi neler derdi bunlar neler tiksirincaya kadar icin diye manset atarlardi yanina bide alkol koyardi yandas medya troller foto shopla demedigini birakmazlardi kendilerine gelince laf yok,False
halkın dediğine laf yok hakkin dedi ği ne boynumuz kildan i nce i yi geceler survivor2018,False
ya neden bu kadar çoook seviyorum nedeeeen user01207,False
cocugunuzla arkadaş olmayın hayatı boyunca bircok arkadaşı olacak bırakın da bir tane annebabası olsun üstün dökmen,False
en çok kullandığım emoji neden bu,False
kalbimde kocaman bi boşluk bıraktın ki artık bu boşluğu sen bile dolduramazsın,False
elini de kesti böbreğim satılık haberiniz olsun,False
gerzekler adamin kısaltımı rte diye okunur hic bir acıgını bulamayan iftira atıp tazminat ödeyenler asıl sizi kekliyor uyanin ankara koyunları,True
evet evet amk birbirlerinden ilahi bir güç alıyorlar ulan bilim kurgu filmlerinde zor görüyorum ben o kurguyu senin ben beynini sikeyim,True
meksika dalgası ilk olarak 1986 yılın da taraftarların sıkılmasıyla ortaya çıkan görsel şölen desem inanırdınız ama asılı bayram namazların da hocayı dinlemeyen bir topluluğun rükü mu yoksa tekbir mi arasın da git gelleriyle oluşmuştur sshhshshsh worldcup bayram,False
saat 7 bile değil el insaf baba ya,False
kardeşim üşenmedim saydım 3 yıldır yani 6 bayramdır şu tweetin ekmeğini yiyorsun bi yenile kendini,False
ekşioğlu bunlar bulaşık deterjanı markası değil,False
bizim herkesi islamlaştırmak gibi bir derdimiz yok yanlış anlamayın müslümanın hakkını gasp etmek gibi bir niyetiniz olmasa inanın derdimiz yok neyse inşallah bu yazıdan sonra dinsizliği yol bellemiş sevgili atatürkçü kardeşlerimiz de atamızın müslüman olduğunu görür,False
o öyle değildi sanki ya,False
muhalefetin vaat diye sunduğu bir akparti icraatı daha şeker bayramı fırsatçısı miting için gittiği mardin de şeker hastası çocukların şeker ölçüm cihazını ücretsiz yapacaklarını vaat olarak veriyor oysa zaten ücretsi z allah akıl fikir ciddiye alıp dinleyene de,True
bir insanın içi ve dışı bu kadar mı güzel olur,False
allah sayin başbuğa rahmet eylesin,False
turabi nin hareketlerini beğenmediğinizi bildiğimiz için normal olarak hakaret olarak algılıyorum biz ne kadar dikkatli davranmak da arada çıkıyor bir iki kişi inşallah bundan sonra herkes daha dikkatli olur,False
sayın başkan lütfen açıklamalariniza dikkat edin bu güney doğu secmeniyle chp nin arasina mesafe koyma projesine hizmet ediyorsunuz,False
yalnız kalmak iyi hoşta bayram kahvaltısını kahveyle geçiştirince insan uzunca düşünüyor,False
yaşadıklarım icin kalbim sızlıyor latife tekin,False
yani ben evde memi s oglan olsaydi severdim evlenirdim demedim ki dinlemeyin aydin anlamiyorsunuz ya da sapik oraspi kizi montajli bir sşey yapti hem slh k bozdu hem mmi s btsikdi de yapamadi yapip duyuluyor mhmt babam da bunlari yazdran ayip da sapik hnimi cnup ypiyor ona ai t,True
şuan bütün dünyaya kolonya kokusu yayılıyor i yi bayramlar,False
eminim için yanıyordur vah vah,False
nice böyle güzel bayramlarmiz olsun,False
vay be abim barların hikayesi demire fısıldanan o tezgahlardan başlıyor demek,False
kucuk şeylerle mutlu olabilmeli insan kucuk bir yat kucuk bir villa mini cooper mesela,False
bir de üçüncü günü utanmadan babalar günü i skele babaları yer kaplamasın lütfen çocukların ergenlikleri heba oluyor,True
gökyüzüüc beş bulutakşam garipligi başka nemiz kaldı ki şu yalan dünyada oktay rıfat,False
vicdanlı ve dürüst olmakhesaplı olmaktan iyidir hesap insanı makam sahibi yapar davicdan insanı insan yapar,False
kim kaldı ki heee bir tane var aslında küçük bir şey,False
anıl o hilmicemin gerçek yüzünü görmüyo kendisi tam bir sinsicem aslında biz görüyoruz ve sevmiyoruz kendisini muratıda kendine benzetti resmen muratı birleşmeden sonra kullanmaya başladı 3 aydır aklı neredeydi survivor2018,True
yemin ediyorum allah izin vermiyo ya kafayı yicem,False
buradan ademi sevmiyen bütün fancılara sesleniyorum finale az kaldı hepiniz birleşin bir kişiyi destekleyin yoksa teker teker tarihe gümüleceksiniz,False
babamı kafe terasında arkadaşıyla otururken gördük annem iyi eğlenceler diye mesaj atmış 50 yaşında trip atmayı öğrendi kadın,False
ruhu ad olsun allah sizlere sabır versin,False
babam şarkı söylüyo ben hiç mükemmel değilim belki de sıradan biriyim,False
ulan adını andığım gibi gitti adam abahahwhshshahshsh,False
diyorlarki siyasi politik haber paylaşıyorsunuz siz i şinizi yapın diyorlar eyvallah ben de sadece işimi yapmak istiyorum amma yıllardır analizlerim i le uyarıyorum her konuda kriz var ülkeningidişatından hal durumundan memnun değilim bu nedenle yazıyorum siz memnunsanız o başka,False
astrid nasıl bir salaksın kızım ya kes,True
insanlara karşı tahammülüm sıfır bu konuda çok netim,False
neyse aradım teyzemi o klasik yoğun ege şivesiyle karşıladı beni en çok şok olan ve üzülen oydu akrabalardan bayramda evde olamayışıma nişleyivediin dersine çalışmadın garıya gıza bulaştın ananı üzdün bayramda eve gitmemek olumuuu bıdı bıdı konuşuyo nefes almadan d,False
en özendiğim insan tipi umursamaz insan yapay zeka gibi takılıyor dünyası kararsa ışık gözümü alıyordu zaten amann der,False
eger kılıcdaroglu bunu dediyse cikarirlar secimden önce kılıcdaroglunun verdigi bütün vaatleri yapiyorlar cünku,False
sen hariç hiçbir omuz güçlü değil şu kafamın içinde dönenleri taşıyacak kadar bir mucize olsun iyi olmadığımı hisset nolur beni tut bırakma,False
barış ve huzur dolu bir dünya özlemiyle hayırlı bayramlar,False
dünya kupası bahanesiyle kızları iyi dehlediniz siteden hee atın kızlar galerideki tüm plajda bacak fotolarını,False
çok seviyor kalbimiz çok kendi halinde çok kendine göre süreyya berfe,False
yakup nerdesin kaan kanka bafradayım yakup he oradasın ne zaman geleceksin kaan pazar gelicem o zaman görüşürüz yakup bayramın mübarek olsun kaan sağol kanka seninde öpüyorum samsun da iyi hissediyor,False
ak partinin şerefli neferleri sadece sözle değil canlarıyla bu ülkeye hizmet ediyor katilhdpkk,True
hayvanasiddetsuctur tecavüzcü müebbet işkenceci caydırıcı sürede hapis cezası almalı bu dünyanın sahibi ne sensin ne benim herkes haddini bilsin artık,False
3 ay sonra kendini hatırlatmak niye gerizekalı diye sorarlar insana,True
balon gibisin güzelim zirvedesin ama için boş,True
çokça ve hemen saçımı kestirmek istiyorum muhtemelen eski saçlarımı özlerim iki güne,False
üç kuruş parayla değil en ağır şekilde cezalandırılsın hayvanasiddetsuctur,False
ronaldo nun 3 gol attığı gün yapılan bu anket çok objektif olmuş,False
bu haberi yayımlayan yaratık senin evladın yeğenlerin kardeşin ne bilim çevrendr hiç küçük bi çocuk yokmu hiç sevmedinmi bu haberi nasıl yapıyorsunuz vicdanını al karşına oturt bi dene yaratıksınya belki insan olursun sen vali hepiniz katilsiniz,True
rüyalarımı bile ingilizce konuşur halde görüyorum türkler muhattap olmayın artık benimle,False
net paran var altın kaç lira bilmesek inanıcamkffjdkj,False
bu düzende korkak insanlara yer yok oğuzhan uğur da son videosundan sonra benim için bitmiştir hayırlı işler,False
seneler geçmiş seneler geçiyor bazı şeyler hala aynı,False
dinimiz sadece insanların değil hayvanların hakkına da riayet edilmesini onlara şevkat ve merhamet gösterilmesini emreder hayvanasiddetsuctur,False
gene otobüste çok radikal kararlar aldım eve gidince geçecek,False
ben tekrar belgesel izlemeye gidiyorum bb,False
iyi kötü ayaktayım yalnızlığa tutunarak,False
eski bir atasözü der ki bana yine gül yüzünle gel tek sözümle gel gözüm yolda gönlüm sende kaldı al da gel,False
sırf ilk günkü heyecanı bulamadığın için onca yaşanmışlık ve emek bir anda silip atılabilir mi,False
günaydın tatlim tanisabilirmiyiz lütfen dm ye gel,False
bezen sadece bi açıklama beklersin ya hay öyle bişi,False
ya seni siklemiyorlar h l konuşuyosun amk kızı,True
işi gücü bırakıp sırtına bir çanta alıp yollara dökülen plaza çalışanı haberlerinden nefret geldi madem kendini doğaya verdin siktir git niye gazeteye çıkıyorsun habire,True
